geno	CH65_i_MI_neg_a	CH65_i_MI_pos_a	CH65_i_MI_neg_b	CH65_i_MI_pos_b	CH65_i_MI_neg_c	CH65_i_MI_pos_c	CH65_i_SI_G189D_neg_a	CH65_i_SI_G189D_pos_a	CH65_i_SI_G189D_neg_b	CH65_i_SI_G189D_pos_b	CH65_i_SI_G189D_neg_c	CH65_i_SI_G189D_pos_c	CH65_i_unsorted
1011110010111100	283	2	221	9	222	4	41	3	41	4	30	23	60
1011110010111101	265	2	214	4	122	8	21	6	32	6	32	15	26
1011110010111110	319	4	241	5	155	7	33	2	47	0	41	3	25
1011110010111111	322	4	216	2	136	6	27	8	34	6	30	11	23
1011110011000000	323	4	262	15	350	7	54	0	57	2	38	0	105
1011110011000001	346	5	259	2	170	9	21	2	52	0	36	1	24
1011110011000010	340	1	292	1	214	11	29	1	69	0	44	2	25
1011110011000011	395	9	334	3	219	14	30	2	71	1	50	4	76
1011110011000100	274	2	234	1	135	7	42	1	53	0	34	1	31
1011110011000101	352	4	268	17	401	10	73	0	58	1	41	4	58
1011110011000110	343	6	299	2	138	11	35	0	63	0	53	2	38
1011110011000111	320	3	244	8	165	3	48	0	67	2	44	1	30
1011110011001000	218	3	185	8	223	4	40	1	41	1	31	4	35
1011110011001001	264	5	233	2	263	5	32	0	46	0	36	0	39
1011110011001010	319	5	222	2	117	5	33	1	34	1	39	0	17
1011110011001011	312	1	254	9	312	4	72	2	59	0	48	3	46
1011110011001100	310	4	221	7	163	5	42	0	47	0	46	1	40
1011110011001101	250	4	266	5	262	4	49	1	58	0	37	1	50
1011110011001110	326	3	253	0	231	7	56	0	52	1	35	0	51
1011110011001111	372	6	261	6	181	8	58	3	51	3	53	6	37
1011110011010000	381	5	276	5	273	7	47	1	62	1	38	1	55
1011110011010001	309	3	288	8	169	6	37	1	69	3	35	1	23
1011110011010010	279	5	209	4	204	7	40	1	55	0	34	0	33
1011110011010011	299	2	256	2	188	4	45	2	48	5	33	1	27
1011110011010100	292	4	189	1	171	10	25	0	40	0	28	1	44
1011110011010101	345	4	265	4	141	11	25	0	37	0	37	0	33
1011110011010110	299	4	227	0	154	4	32	1	45	1	49	3	25
1011110011010111	288	3	248	3	184	6	32	1	53	2	48	2	29
1011110011011000	233	2	167	7	185	1	69	1	27	0	22	0	37
1011110011011001	213	2	173	5	128	7	31	1	35	0	22	1	28
1011110011011010	306	4	221	5	209	6	33	0	45	0	43	2	41
1011110011011011	293	3	213	5	204	9	30	1	36	0	34	4	30
1011110011011100	237	2	217	4	223	5	36	1	35	0	31	2	36
1011110011011101	235	4	187	29	141	4	44	0	45	0	25	1	21
1011110011011110	291	2	198	1	190	11	52	0	53	0	47	5	60
1011110011011111	316	4	198	2	299	8	66	0	52	1	27	1	37
1011110011100000	296	4	282	5	198	13	35	7	42	4	24	5	28
1011110011100001	264	2	221	6	111	13	10	4	24	7	30	5	35
1011110011100010	349	0	268	5	236	6	33	4	39	9	39	8	67
1011110011100011	322	2	207	2	125	10	17	12	24	14	26	9	18
1011110011100100	271	3	173	7	219	5	37	7	27	7	19	9	64
1011110011100101	319	3	237	0	109	8	36	6	45	10	30	15	31
1011110011100110	278	2	202	9	192	6	39	0	40	4	22	13	33
1011110011100111	282	3	220	1	126	5	13	13	27	14	16	18	38
1011110011101000	181	1	156	2	111	4	52	1	35	3	17	4	26
1011110011101001	228	4	182	6	134	4	13	3	23	10	19	13	27
1011110011101010	248	4	181	8	110	3	42	3	36	9	20	7	18
1011110011101011	285	4	216	2	132	4	23	7	26	16	21	16	26
1011110011101100	223	3	160	1	86	4	20	0	24	1	20	6	17
1011110011101101	240	6	209	2	140	4	61	6	30	2	32	12	37
1011110011101110	270	2	181	1	108	7	42	6	30	5	16	10	28
1011110011101111	267	3	172	3	144	9	10	5	28	10	13	13	28
1011110011110000	278	4	185	1	187	3	20	5	29	16	19	17	26
1011110011110001	261	3	221	3	86	2	19	4	26	7	26	14	16
1011110011110010	285	1	190	17	138	2	41	3	29	5	25	16	18
1011110011110011	288	3	200	5	142	6	14	20	29	22	11	17	23
1011110011110100	216	1	184	3	97	7	7	5	24	8	15	8	16
1011110011110101	255	3	190	2	203	2	52	10	45	15	21	22	30
1011110011110110	282	4	200	2	131	3	70	12	24	9	27	18	31
1011110011110111	224	4	238	1	156	8	12	9	33	11	15	9	23
1011110011111000	189	3	165	1	169	2	27	4	26	5	26	15	23
1011110011111001	188	5	134	3	117	5	20	4	27	7	25	7	28
1011110011111010	229	1	165	1	89	10	10	9	32	2	19	4	31
1011110011111011	235	4	198	5	182	7	14	12	13	19	20	21	21
1011110011111100	247	2	197	2	105	6	42	3	32	8	19	14	32
1011110011111101	217	2	193	0	147	0	22	11	17	13	17	27	31
1011110011111110	263	2	218	5	108	9	33	5	40	8	30	7	22
1011110011111111	250	2	153	4	120	1	21	13	27	12	15	22	41
1011110100000000	409	9	358	1	392	8	26	1	58	1	58	3	49
1011110100000001	370	8	295	8	342	15	25	0	57	1	43	5	35
1011110100000010	427	6	297	8	248	9	28	0	60	0	53	0	37
1011110100000011	464	15	332	3	214	7	38	2	60	1	49	3	46
1011110100000100	366	10	294	6	140	9	27	2	35	0	36	2	19
1011110100000101	371	7	323	5	173	18	36	1	48	0	40	3	32
1011110100000110	377	6	315	4	221	6	28	2	59	0	53	1	42
1011110100000111	418	8	352	4	222	11	16	4	49	1	48	3	42
1011110100001000	240	4	220	2	135	7	18	0	45	0	30	1	28
1011110100001001	270	3	223	2	133	8	18	0	34	0	31	0	25
1011110100001010	326	3	324	3	218	18	32	1	84	1	45	1	38
1011110100001011	368	4	335	40	215	7	62	1	50	1	45	5	52
1011110100001100	331	5	289	2	136	4	19	1	56	1	35	2	20
1011110100001101	325	9	310	14	185	8	18	1	45	0	39	2	38
1011110100001110	352	5	325	19	251	7	43	1	53	0	41	0	53
1011110100001111	380	6	319	4	185	8	36	1	75	1	52	1	26
1011110100010000	365	6	290	3	155	8	25	0	50	1	47	0	27
1011110100010001	295	3	247	4	147	9	20	1	45	0	41	0	28
1011110100010010	358	3	292	4	187	6	36	0	45	0	43	0	26
1011110100010011	394	13	327	18	397	10	65	0	66	4	48	4	51
1011110100010100	341	8	288	4	237	10	33	1	41	1	28	2	33
1011110100010101	356	4	312	1	288	17	58	0	62	1	50	2	39
1011110100010110	320	2	224	11	181	10	40	0	53	0	44	0	39
1011110100010111	313	8	285	4	176	14	33	1	53	3	35	5	23
1011110100011000	227	1	241	2	297	10	48	0	34	0	40	0	41
1011110100011001	247	2	169	2	118	5	18	0	24	0	27	0	15
1011110100011010	273	5	228	2	125	5	36	0	38	0	41	0	27
1011110100011011	278	6	238	6	589	9	72	3	45	0	40	1	55
1011110100011100	314	4	202	2	180	6	27	1	43	0	43	1	26
1011110100011101	278	7	234	5	110	4	19	0	42	0	32	0	16
1011110100011110	283	2	274	18	185	6	50	1	39	0	47	1	26
1011110100011111	362	5	335	0	310	8	82	0	59	0	50	1	33
1011110100100000	333	4	293	2	126	9	25	0	37	6	34	11	30
1011110100100001	259	3	237	9	224	9	28	3	27	6	28	21	22
1011110100100010	331	12	317	8	156	8	24	6	49	7	26	6	32
1011110100100011	343	6	246	5	217	6	15	10	34	17	27	17	25
1011110100100100	286	6	234	7	139	5	23	0	40	7	30	11	43
1011110100100101	402	6	255	4	202	9	53	6	38	5	34	13	55
1011110100100110	322	3	285	8	172	8	57	3	43	8	34	11	39
1011110100100111	304	9	307	14	252	5	29	8	37	9	25	28	34
1011110100101000	205	6	205	10	160	4	42	2	30	2	20	9	21
1011110100101001	249	5	189	2	147	7	27	7	28	8	22	11	32
1011110100101010	290	5	291	3	180	16	27	6	57	5	26	9	47
1011110100101011	310	5	241	1	99	11	17	8	31	8	26	17	25
1011110100101100	273	4	202	12	158	4	25	3	23	2	27	5	27
1011110100101101	246	4	225	4	80	4	17	5	33	4	23	11	28
1011110100101110	305	8	267	2	143	3	16	4	34	5	29	11	19
1011110100101111	322	8	280	16	215	10	24	10	34	8	21	20	28
1011110100110000	342	3	268	1	161	7	27	7	38	5	42	15	21
1011110100110001	301	5	281	27	293	9	37	5	36	10	31	27	33
1011110100110010	322	6	253	20	158	9	35	8	36	5	25	21	36
1011110100110011	337	12	239	25	257	10	8	12	24	15	17	32	49
1011110100110100	339	6	254	5	119	2	15	10	37	13	44	12	15
1011110100110101	359	6	296	2	245	8	42	8	31	14	42	17	14
1011110100110110	325	7	253	2	124	6	15	4	29	5	37	12	22
1011110100110111	322	7	265	19	251	12	47	27	24	9	20	33	24
1011110100111000	231	6	169	3	186	2	31	7	39	4	20	8	20
1011110100111001	219	4	195	3	121	3	17	5	37	6	23	10	24
1011110100111010	300	3	216	3	177	4	47	5	41	8	28	14	25
1011110100111011	376	8	282	21	210	8	23	13	30	18	29	30	31
1011110100111100	283	4	230	5	122	8	18	5	28	11	27	12	22
1011110100111101	309	8	219	6	134	6	26	4	30	8	23	17	21
1011110100111110	341	2	252	9	257	6	30	4	54	10	33	14	25
1011110100111111	329	5	281	6	232	6	30	18	35	14	27	37	63
1011110101000000	524	14	420	10	302	11	69	3	89	2	62	4	45
1011110101000001	464	19	331	14	253	18	45	1	60	1	66	3	49
1011110101000010	505	16	415	19	336	26	97	2	75	2	62	1	56
1011110101000011	521	17	462	34	352	24	78	2	80	2	66	5	46
1011110101000100	445	13	381	4	302	21	77	1	84	1	70	1	45
1011110101000101	455	19	378	8	324	32	103	0	73	0	46	2	41
1011110101000110	477	11	404	12	294	24	87	1	90	1	76	2	54
1011110101000111	465	20	425	22	436	19	85	1	86	4	47	2	65
1011110101001000	299	8	257	5	192	18	57	0	61	0	41	0	49
1011110101001001	383	15	297	7	203	18	50	0	49	0	49	3	36
1011110101001010	426	18	410	18	303	18	78	1	57	0	48	1	56
1011110101001011	509	24	375	41	361	20	72	0	60	1	65	2	45
1011110101001100	446	14	353	13	223	15	65	0	75	0	52	0	57
1011110101001101	378	12	351	10	238	19	64	1	66	2	48	2	22
1011110101001110	485	10	370	18	286	23	62	1	69	0	75	3	60
1011110101001111	462	19	423	9	255	29	108	0	65	2	55	8	49
1011110101010000	438	6	404	15	259	23	58	0	71	0	56	2	44
1011110101010001	412	9	312	6	256	21	110	2	66	0	57	2	31
1011110101010010	467	10	386	17	314	20	98	0	85	2	57	2	47
1011110101010011	474	22	377	16	296	39	41	4	60	2	57	8	54
1011110101010100	445	13	358	8	235	18	55	1	76	1	63	3	41
1011110101010101	415	11	428	5	242	20	60	3	61	1	58	2	45
1011110101010110	427	13	363	11	250	18	71	1	68	1	69	1	65
1011110101010111	395	27	382	10	234	27	56	4	76	1	65	1	36
1011110101011000	326	10	290	25	234	16	70	1	48	0	50	3	32
1011110101011001	352	10	257	10	235	13	93	1	53	2	43	5	46
1011110101011010	377	11	319	9	210	14	53	1	55	2	53	2	37
1011110101011011	454	16	334	35	221	25	37	1	60	3	63	4	40
1011110101011100	357	8	289	9	202	8	66	0	62	0	56	0	40
1011110101011101	375	6	287	44	189	17	46	1	56	1	54	4	34
1011110101011110	395	13	348	16	189	10	51	0	68	2	61	1	55
1011110101011111	379	10	353	18	203	19	74	1	66	2	56	6	49
1011110101100000	431	8	370	27	252	18	40	10	63	10	38	4	40
1011110101100001	369	20	308	16	217	23	26	8	45	10	42	7	30
1011110101100010	433	13	424	18	202	14	29	11	52	8	53	12	41
1011110101100011	457	20	408	15	280	29	19	31	36	26	18	33	49
1011110101100100	381	15	297	39	267	22	49	7	51	13	37	4	30
1011110101100101	393	19	362	16	275	26	62	5	49	17	44	12	48
1011110101100110	434	10	369	16	210	26	30	14	45	18	37	25	34
1011110101100111	457	12	396	21	190	17	19	15	38	33	25	37	44
1011110101101000	242	11	224	6	181	10	22	3	33	7	43	8	39
1011110101101001	279	15	222	17	232	9	53	7	46	10	25	10	29
1011110101101010	321	12	314	17	203	22	28	9	46	11	37	8	41
1011110101101011	433	18	341	29	318	28	44	23	24	19	27	22	52
1011110101101100	309	9	298	20	198	13	48	4	31	4	36	17	41
1011110101101101	287	19	304	16	194	24	26	7	36	7	30	9	44
1011110101101110	388	13	327	8	277	14	34	6	49	16	41	20	39
1011110101101111	410	15	310	73	261	16	41	17	51	21	24	29	46
1011110101110000	419	14	358	24	216	22	37	11	27	18	32	15	41
1011110101110001	370	15	287	17	237	17	35	6	51	20	32	11	38
1011110101110010	435	12	330	18	278	15	51	13	42	19	26	33	53
1011110101110011	496	16	357	7	301	28	26	29	18	51	14	60	67
1011110101110100	393	17	305	16	209	18	39	10	47	20	35	23	48
1011110101110101	451	13	324	12	260	20	61	22	45	23	40	36	49
1011110101110110	436	12	358	8	229	10	75	13	49	14	33	13	36
1011110101110111	358	21	344	10	249	23	26	22	17	31	12	30	42
1011110101111000	274	6	246	31	176	22	58	9	35	6	22	12	46
1011110101111001	365	10	233	5	175	11	31	14	21	21	18	17	36
1011110101111010	365	11	277	29	197	19	28	12	41	19	35	25	32
1011110101111011	386	12	320	8	194	11	12	28	23	38	17	29	49
1011110101111100	340	14	288	11	192	14	52	8	37	13	30	13	27
1011110101111101	337	14	251	17	173	18	34	17	40	17	20	17	20
1011110101111110	416	12	308	20	256	24	26	11	33	21	47	19	44
1011110101111111	434	13	334	10	229	13	24	25	30	31	17	34	43
1011110110000000	956	13	799	32	581	17	109	2	138	0	114	0	85
1011110110000001	801	16	707	5	540	15	95	2	123	0	98	7	87
1011110110000010	932	8	708	15	603	21	131	0	138	1	118	6	105
1011110110000011	970	15	759	17	673	40	114	2	119	3	101	10	80
1011110110000100	825	10	649	11	418	18	71	4	124	2	108	0	47
1011110110000101	809	14	757	19	476	36	144	1	123	0	104	7	109
1011110110000110	843	11	717	20	526	24	120	0	115	2	118	5	66
1011110110000111	879	14	822	11	618	34	93	2	139	4	108	3	91
1011110110001000	595	10	498	23	496	20	105	0	100	0	70	3	66
1011110110001001	604	14	522	48	390	17	85	2	112	3	81	1	82
1011110110001010	708	9	619	67	378	25	74	1	107	1	103	13	66
1011110110001011	846	14	643	62	619	23	134	2	132	2	108	14	121
1011110110001100	711	11	596	8	587	19	164	6	120	1	93	5	143
1011110110001101	691	14	623	16	402	19	82	1	107	1	93	2	89
1011110110001110	925	17	654	43	513	16	84	2	131	0	112	4	106
1011110110001111	882	14	697	11	506	28	117	2	91	3	101	3	68
1011110110010000	810	10	684	26	753	22	171	3	95	3	92	9	123
1011110110010001	710	10	602	30	357	23	91	0	102	0	93	10	92
1011110110010010	933	14	704	10	456	19	77	2	108	3	107	3	74
1011110110010011	817	14	651	6	371	23	80	5	129	1	85	5	63
1011110110010100	651	9	564	7	427	20	55	1	116	2	69	0	53
1011110110010101	763	14	640	9	541	33	88	3	116	3	83	4	116
1011110110010110	747	8	661	9	407	21	92	2	117	3	104	0	49
1011110110010111	777	4	602	8	769	20	171	4	128	4	88	4	95
1011110110011000	561	17	483	29	312	17	86	1	94	0	79	2	52
1011110110011001	589	11	468	30	339	19	82	2	85	2	67	1	120
1011110110011010	680	7	555	17	367	14	101	1	102	0	87	5	64
1011110110011011	707	13	599	18	515	27	87	4	105	2	88	3	69
1011110110011100	657	9	558	6	355	15	70	2	103	0	79	4	71
1011110110011101	634	10	573	6	339	13	92	0	71	0	73	0	70
1011110110011110	683	8	551	12	419	7	106	0	111	1	106	2	57
1011110110011111	697	8	605	9	381	12	61	2	101	4	92	6	50
1011110110100000	841	12	757	22	708	25	118	19	119	13	89	24	149
1011110110100001	749	18	692	10	358	15	44	15	106	16	69	32	92
1011110110100010	785	13	748	12	454	15	79	14	91	12	76	13	85
1011110110100011	855	12	739	26	518	18	72	31	93	35	60	64	72
1011110110100100	831	11	637	16	448	25	71	12	94	14	83	30	101
1011110110100101	750	18	693	15	389	22	85	15	89	17	93	31	85
1011110110100110	828	15	726	11	566	26	58	11	116	13	85	28	108
1011110110100111	875	22	744	15	425	22	53	37	70	31	51	63	93
1011110110101000	625	9	470	8	537	7	136	6	77	6	74	19	111
1011110110101001	612	16	499	3	346	8	45	10	83	8	76	13	58
1011110110101010	757	11	628	4	340	11	72	13	107	8	72	18	49
1011110110101011	912	22	669	10	367	12	45	30	78	41	57	34	57
1011110110101100	696	14	561	6	396	14	72	7	86	10	67	11	58
1011110110101101	621	8	599	4	294	9	67	18	85	21	61	18	45
1011110110101110	764	15	670	15	613	14	108	10	85	10	74	30	95
1011110110101111	796	12	667	30	599	20	80	21	78	30	59	81	124
1011110110110000	855	13	708	14	754	25	124	19	108	13	95	44	107
1011110110110001	743	17	640	7	499	12	89	16	77	22	78	39	91
1011110110110010	755	7	629	4	609	19	104	4	92	11	79	38	92
1011110110110011	898	18	763	40	586	36	65	40	76	54	52	83	114
1011110110110100	675	9	593	20	450	23	70	15	85	20	65	41	75
1011110110110101	801	16	709	3	427	26	53	29	116	35	82	27	74
1011110110110110	827	13	638	25	566	18	98	10	110	25	88	45	91
1011110110110111	796	14	734	11	707	19	80	38	88	47	51	104	96
1011110110111000	547	9	416	3	395	9	47	11	70	18	46	25	70
1011110110111001	629	9	563	6	403	20	65	16	62	30	44	33	52
1011110110111010	677	11	574	9	497	20	71	16	90	16	63	47	68
1011110110111011	797	13	670	10	492	27	39	32	44	33	56	46	79
1011110110111100	714	9	564	7	419	11	59	14	89	11	71	42	88
1011110110111101	639	9	636	16	332	16	51	22	63	25	58	43	73
1011110110111110	717	8	663	14	478	22	64	15	83	23	56	46	75
1011110110111111	764	18	674	9	418	21	50	30	58	35	53	83	79
1011110111000000	513	8	373	5	237	17	58	1	80	1	55	1	34
1011110111000001	433	5	282	18	203	4	39	2	77	4	52	4	47
1011110111000010	508	12	439	6	314	13	42	0	94	0	61	3	47
1011110111000011	473	6	365	13	280	10	48	4	56	4	65	5	39
1011110111000100	390	6	366	4	312	10	51	1	79	1	50	0	32
1011110111000101	558	13	393	13	534	13	120	2	95	3	70	5	75
1011110111000110	433	2	325	1	375	5	131	0	74	2	46	1	67
1011110111000111	491	7	404	9	237	7	55	3	81	8	53	2	68
1011110111001000	359	8	256	16	295	6	66	0	59	2	33	0	45
1011110111001001	367	10	309	7	194	4	60	2	55	1	57	2	24
1011110111001010	407	5	360	2	219	11	36	2	72	0	63	6	47
1011110111001011	492	3	335	10	386	11	132	3	64	3	46	1	79
1011110111001100	390	7	294	3	227	17	58	1	52	2	52	0	39
1011110111001101	391	5	354	8	319	9	103	1	52	0	52	6	53
1011110111001110	382	13	322	3	199	10	60	0	56	0	46	2	39
1011110111001111	487	3	380	8	288	14	85	2	67	4	56	5	36
1011110111010000	453	7	365	36	282	9	76	1	53	0	68	6	46
1011110111010001	384	2	318	16	230	13	34	1	52	3	45	1	55
1011110111010010	474	5	344	25	227	4	41	0	68	1	50	1	48
1011110111010011	487	4	342	19	252	10	66	3	76	4	54	5	54
1011110111010100	417	3	317	4	217	5	49	1	72	0	48	1	36
1011110111010101	434	13	331	9	227	14	70	3	67	2	50	2	47
1011110111010110	382	3	330	11	270	7	66	0	64	0	45	2	36
1011110111010111	397	3	270	4	247	5	29	3	48	5	48	5	24
1011110111011000	299	6	211	3	118	5	18	2	40	1	40	0	21
1011110111011001	305	4	280	4	208	7	35	1	71	3	48	5	38
1011110111011010	424	2	296	4	154	9	23	1	59	0	50	3	24
1011110111011011	394	5	272	1	222	8	34	5	50	5	57	11	29
1011110111011100	334	4	303	3	199	5	77	0	68	0	40	0	43
1011110111011101	351	11	346	2	188	8	75	1	51	3	49	1	39
1011110111011110	394	7	314	28	375	9	92	1	61	0	47	1	84
1011110111011111	324	3	315	5	275	10	54	2	59	2	49	2	66
1011110111100000	401	9	300	0	153	16	26	14	38	18	26	10	24
1011110111100001	326	5	280	7	283	11	47	10	43	18	32	15	36
1011110111100010	451	4	361	5	186	7	33	10	36	20	31	11	37
1011110111100011	368	8	328	8	137	10	17	32	27	31	18	28	25
1011110111100100	381	2	296	18	167	17	42	13	27	13	24	11	26
1011110111100101	373	7	294	11	164	16	39	17	36	12	25	23	34
1011110111100110	428	1	343	7	307	9	41	19	40	21	23	31	40
1011110111100111	405	9	307	5	177	16	38	18	19	41	23	44	36
1011110111101000	306	3	223	5	99	8	11	7	36	6	30	10	19
1011110111101001	285	7	236	11	171	10	25	9	20	11	16	14	15
1011110111101010	344	5	270	1	215	6	43	14	35	16	16	18	74
1011110111101011	341	8	303	4	176	11	10	21	22	23	6	22	32
1011110111101100	311	6	257	5	187	6	28	8	30	7	15	10	40
1011110111101101	336	5	254	9	138	12	15	12	32	14	20	18	30
1011110111101110	381	6	280	9	197	6	42	5	33	26	26	11	27
1011110111101111	418	3	337	1	254	7	14	23	28	25	17	39	25
1011110111110000	411	5	305	1	297	17	66	17	27	24	21	31	75
1011110111110001	302	2	270	2	298	11	26	15	29	30	22	24	33
1011110111110010	415	5	296	10	293	5	32	11	43	23	19	30	39
1011110111110011	399	9	299	14	247	12	23	34	13	39	18	55	40
1011110111110100	382	5	319	1	192	14	38	16	30	18	34	34	53
1011110111110101	388	9	307	6	173	9	26	22	33	21	22	21	39
1011110111110110	351	5	295	1	174	15	24	25	30	25	17	20	28
1011110111110111	436	10	314	1	180	9	13	27	32	42	15	26	28
1011110111111000	300	6	254	5	234	4	82	12	28	11	27	17	36
1011110111111001	261	1	178	2	163	5	31	17	21	8	20	15	47
1011110111111010	397	8	279	4	240	12	42	19	30	16	22	25	33
1011110111111011	360	8	304	1	297	13	12	18	14	37	12	33	47
1011110111111100	400	1	292	2	145	10	21	17	36	13	28	21	29
1011110111111101	286	8	212	3	125	6	26	11	18	20	14	20	28
1011110111111110	441	7	278	5	247	4	27	14	29	20	23	20	69
1011110111111111	410	7	323	5	193	5	28	30	24	28	8	34	27
1011111000000000	462	7	402	4	245	4	51	2	69	0	49	6	52
1011111000000001	406	5	312	3	308	11	61	3	61	3	38	17	51
1011111000000010	482	7	341	4	282	7	58	0	72	1	53	3	51
1011111000000011	470	12	397	12	462	11	82	9	48	16	47	39	64
1011111000000100	383	3	377	4	252	7	88	7	65	4	50	15	62
1011111000000101	435	5	325	7	367	13	44	6	64	8	40	44	52
1011111000000110	433	5	354	15	364	9	56	1	80	1	60	7	73
1011111000000111	492	5	415	15	284	11	44	7	62	15	46	22	42
1011111000001000	299	3	200	14	100	5	34	2	43	1	39	2	28
1011111000001001	350	8	251	5	164	8	57	1	36	2	33	7	29
1011111000001010	458	5	322	5	217	4	62	5	64	1	53	5	46
1011111000001011	451	11	366	5	200	11	34	4	39	5	45	14	30
1011111000001100	387	1	347	7	211	11	54	0	60	5	58	9	48
1011111000001101	359	5	284	4	259	7	56	1	46	3	53	14	36
1011111000001110	438	4	328	3	255	7	66	1	68	0	65	5	37
1011111000001111	443	12	365	21	213	15	29	3	66	9	55	16	53
1011111000010000	390	9	315	6	188	1	32	2	63	5	41	5	23
1011111000010001	374	7	275	4	193	10	52	4	42	12	33	27	41
1011111000010010	363	0	286	4	131	7	20	0	49	1	49	3	17
1011111000010011	397	7	321	4	198	11	37	8	56	7	33	17	58
1011111000010100	333	3	288	11	159	10	28	4	38	6	37	6	34
1011111000010101	438	6	342	1	245	8	58	3	44	6	32	6	64
1011111000010110	407	3	290	4	212	10	42	2	64	3	48	2	29
1011111000010111	333	6	273	3	148	8	19	5	51	8	44	5	18
1011111000011000	270	3	196	0	91	3	24	1	47	1	32	3	16
1011111000011001	280	3	217	2	98	5	25	4	39	4	36	9	12
1011111000011010	340	1	284	1	135	6	32	1	45	1	43	0	17
1011111000011011	399	3	248	4	93	4	17	5	54	5	38	6	13
1011111000011100	295	5	269	3	139	6	45	4	58	2	37	10	47
1011111000011101	297	4	217	1	122	10	19	7	38	3	39	11	30
1011111000011110	368	5	313	4	195	7	59	1	43	2	50	5	64
1011111000011111	348	5	273	9	239	10	34	7	31	5	38	20	36
1011111000100000	361	3	284	3	184	7	22	2	42	5	32	6	24
1011111000100001	326	9	298	3	168	10	20	6	46	5	29	17	10
1011111000100010	387	7	325	21	300	10	86	10	52	12	42	29	82
1011111000100011	338	8	293	5	207	4	15	8	42	12	31	17	26
1011111000100100	315	4	236	1	188	9	25	4	45	5	33	25	26
1011111000100101	376	6	304	3	218	5	14	3	34	12	35	25	37
1011111000100110	373	3	297	16	245	9	20	11	40	3	31	12	38
1011111000100111	379	4	311	3	192	5	10	13	40	17	37	19	29
1011111000101000	240	6	174	4	102	5	11	1	34	2	21	13	20
1011111000101001	288	5	207	2	145	4	20	7	31	9	27	18	25
1011111000101010	313	3	236	1	179	9	29	5	37	4	37	27	49
1011111000101011	351	7	253	13	191	14	16	9	39	12	33	25	20
1011111000101100	261	2	197	1	111	7	10	4	35	6	32	17	21
1011111000101101	273	3	213	10	105	8	20	10	33	7	25	18	23
1011111000101110	330	7	257	6	200	7	27	3	34	6	37	19	36
1011111000101111	380	6	308	3	127	8	14	11	51	15	26	13	20
1011111000110000	387	1	259	6	111	5	10	8	40	11	39	15	19
1011111000110001	335	5	239	3	123	11	13	16	13	15	31	11	21
1011111000110010	380	3	283	5	292	5	38	2	41	7	32	34	63
1011111000110011	385	4	312	4	335	9	44	15	31	14	33	52	49
1011111000110100	344	5	258	3	268	5	13	7	42	11	38	32	25
1011111000110101	317	6	245	2	193	6	12	6	40	11	29	18	32
1011111000110110	364	6	260	14	210	3	32	4	43	9	45	21	38
1011111000110111	300	4	251	2	117	8	10	11	31	19	16	21	25
1011111000111000	220	4	166	17	97	6	18	10	34	15	20	16	25
1011111000111001	221	4	191	4	158	5	18	7	35	14	18	20	28
1011111000111010	328	4	212	2	131	10	12	7	34	2	49	18	15
1011111000111011	285	7	239	6	189	7	11	17	24	12	20	19	37
1011111000111100	266	2	221	3	167	6	26	8	41	5	31	18	20
1011111000111101	327	6	220	2	79	5	11	10	29	11	31	4	8
1011111000111110	306	5	254	3	183	9	21	4	45	4	28	13	47
1011111000111111	364	7	311	15	224	3	12	4	42	15	34	29	49
1011111001000000	449	4	370	4	367	9	118	1	87	1	51	6	62
1011111001000001	429	5	371	5	194	8	40	1	63	2	60	5	31
1011111001000010	469	5	356	4	274	6	53	0	52	2	51	2	44
1011111001000011	535	8	418	13	323	11	48	6	69	10	65	41	83
1011111001000100	481	5	390	2	347	7	54	1	75	2	54	1	42
1011111001000101	455	7	377	3	175	14	53	1	75	1	61	2	24
1011111001000110	495	7	428	1	190	6	56	2	93	1	67	1	41
1011111001000111	507	8	356	11	224	12	53	2	66	5	40	14	52
1011111001001000	328	2	276	7	276	3	113	0	63	2	45	1	75
1011111001001001	435	4	256	3	165	12	36	1	71	4	54	0	36
1011111001001010	370	10	329	1	199	4	57	1	65	2	53	3	36
1011111001001011	490	7	345	23	205	12	43	4	71	3	40	5	37
1011111001001100	461	8	295	10	254	7	37	2	66	0	51	4	43
1011111001001101	403	2	350	11	260	11	63	2	72	1	47	5	50
1011111001001110	513	9	329	3	178	9	40	0	90	2	66	2	45
1011111001001111	518	10	362	2	364	21	43	4	61	4	59	21	53
1011111001010000	484	6	353	3	204	8	40	2	63	6	55	5	31
1011111001010001	411	6	261	3	377	7	69	2	64	3	51	4	50
1011111001010010	400	6	342	4	357	9	71	1	71	1	55	3	55
1011111001010011	475	6	327	4	252	11	38	7	67	5	39	20	34
1011111001010100	432	5	322	6	192	6	37	3	80	4	44	6	25
1011111001010101	445	6	338	2	230	2	35	2	56	7	53	6	33
1011111001010110	409	3	304	3	237	6	73	0	53	5	57	5	37
1011111001010111	415	5	320	3	236	9	40	5	61	14	50	10	48
1011111001011000	332	2	227	10	171	6	44	0	31	3	44	3	33
1011111001011001	336	5	240	3	142	3	26	5	65	3	33	3	23
1011111001011010	389	1	280	3	258	4	71	1	59	0	40	1	47
1011111001011011	409	4	308	12	268	6	52	4	39	10	36	22	57
1011111001011100	376	4	286	3	171	7	43	2	36	1	41	8	32
1011111001011101	312	6	275	1	188	4	33	5	44	3	41	7	67
