geno,CH65_i_MI_neg_a,CH65_i_MI_pos_a,CH65_i_MI_neg_b,CH65_i_MI_pos_b,CH65_i_MI_neg_c,CH65_i_MI_pos_c,CH65_i_SI_G189D_neg_a,CH65_i_SI_G189D_pos_a,CH65_i_SI_G189D_neg_b,CH65_i_SI_G189D_pos_b,CH65_i_SI_G189D_neg_c,CH65_i_SI_G189D_pos_c,CH65_i_unsorted
1011101110111111,0,88,0,88,0,88,0,130,0,130,0,130,81
1011101111000000,1,59,1,59,1,59,5,79,5,79,5,79,115
1011101111000001,0,107,0,107,0,107,1,108,1,108,1,108,143
1011101111000010,1,96,1,96,1,96,2,108,2,108,2,108,243
1011101111000011,0,134,0,134,0,134,3,180,3,180,3,180,214
1011101111000100,0,47,0,47,0,47,2,75,2,75,2,75,150
1011101111000101,0,51,0,51,0,51,1,98,1,98,1,98,115
1011101111000110,3,44,3,44,3,44,1,102,1,102,1,102,95
1011101111000111,0,89,0,89,0,89,1,127,1,127,1,127,173
1011101111001000,0,58,0,58,0,58,0,59,0,59,0,59,97
1011101111001001,0,76,0,76,0,76,0,90,0,90,0,90,99
1011101111001010,0,60,0,60,0,60,1,80,1,80,1,80,211
1011101111001011,0,197,0,197,0,197,3,145,3,145,3,145,155
1011101111001100,0,29,0,29,0,29,2,71,2,71,2,71,204
1011101111001101,1,48,1,48,1,48,0,73,0,73,0,73,105
1011101111001110,0,81,0,81,0,81,1,105,1,105,1,105,133
1011101111001111,1,125,1,125,1,125,3,126,3,126,3,126,145
1011101111010000,0,81,0,81,0,81,1,152,1,152,1,152,135
1011101111010001,0,106,0,106,0,106,0,123,0,123,0,123,129
1011101111010010,1,73,1,73,1,73,3,144,3,144,3,144,184
1011101111010011,0,226,0,226,0,226,0,134,0,134,0,134,208
1011101111010100,1,107,1,107,1,107,0,120,0,120,0,120,122
1011101111010101,0,121,0,121,0,121,0,144,0,144,0,144,86
1011101111010110,0,106,0,106,0,106,1,134,1,134,1,134,108
1011101111010111,0,119,0,119,0,119,1,191,1,191,1,191,91
1011101111011000,0,70,0,70,0,70,2,72,2,72,2,72,106
1011101111011001,0,93,0,93,0,93,0,109,0,109,0,109,76
1011101111011010,1,79,1,79,1,79,1,88,1,88,1,88,100
1011101111011011,0,123,0,123,0,123,0,113,0,113,0,113,173
1011101111011100,2,96,2,96,2,96,1,105,1,105,1,105,158
1011101111011101,1,51,1,51,1,51,0,121,0,121,0,121,69
1011101111011110,0,101,0,101,0,101,3,108,3,108,3,108,82
1011101111011111,0,105,0,105,0,105,1,134,1,134,1,134,99
1011101111100000,1,27,1,27,1,27,0,66,0,66,0,66,173
1011101111100001,0,34,0,34,0,34,1,48,1,48,1,48,87
1011101111100010,1,70,1,70,1,70,2,90,2,90,2,90,129
1011101111100011,1,65,1,65,1,65,0,118,0,118,0,118,130
1011101111100100,0,20,0,20,0,20,0,46,0,46,0,46,86
1011101111100101,1,31,1,31,1,31,0,75,0,75,0,75,152
1011101111100110,0,45,0,45,0,45,0,81,0,81,0,81,82
1011101111100111,0,36,0,36,0,36,0,95,0,95,0,95,111
1011101111101000,0,17,0,17,0,17,0,42,0,42,0,42,89
1011101111101001,0,15,0,15,0,15,1,49,1,49,1,49,78
1011101111101010,0,51,0,51,0,51,2,68,2,68,2,68,170
1011101111101011,0,63,0,63,0,63,0,86,0,86,0,86,108
1011101111101100,0,50,0,50,0,50,1,37,1,37,1,37,91
1011101111101101,0,30,0,30,0,30,0,56,0,56,0,56,119
1011101111101110,0,72,0,72,0,72,0,83,0,83,0,83,227
1011101111101111,2,70,2,70,2,70,0,85,0,85,0,85,101
1011101111110000,0,63,0,63,0,63,0,96,0,96,0,96,128
1011101111110001,0,37,0,37,0,37,0,61,0,61,0,61,103
1011101111110010,0,113,0,113,0,113,0,99,0,99,0,99,132
1011101111110011,0,107,0,107,0,107,0,137,0,137,0,137,84
1011101111110100,1,41,1,41,1,41,1,83,1,83,1,83,88
1011101111110101,0,45,0,45,0,45,0,78,0,78,0,78,79
1011101111110110,0,92,0,92,0,92,0,88,0,88,0,88,123
1011101111110111,0,121,0,121,0,121,0,154,0,154,0,154,98
1011101111111000,0,36,0,36,0,36,1,50,1,50,1,50,177
1011101111111001,0,31,0,31,0,31,0,67,0,67,0,67,70
1011101111111010,0,59,0,59,0,59,0,61,0,61,0,61,60
1011101111111011,0,163,0,163,0,163,0,135,0,135,0,135,129
1011101111111100,0,57,0,57,0,57,0,69,0,69,0,69,114
1011101111111101,0,48,0,48,0,48,0,117,0,117,0,117,91
1011101111111110,0,68,0,68,0,68,1,101,1,101,1,101,180
1011101111111111,0,141,0,141,0,141,0,106,0,106,0,106,81
1011110000000000,11,23,11,23,11,23,4,43,4,43,4,43,111
1011110000000001,7,41,7,41,7,41,5,36,5,36,5,36,143
1011110000000010,9,26,9,26,9,26,13,41,13,41,13,41,165
1011110000000011,3,177,3,177,3,177,5,125,5,125,5,125,145
1011110000000100,8,30,8,30,8,30,7,45,7,45,7,45,120
1011110000000101,10,32,10,32,10,32,8,49,8,49,8,49,125
1011110000000110,7,34,7,34,7,34,9,42,9,42,9,42,177
1011110000000111,12,68,12,68,12,68,13,88,13,88,13,88,179
1011110000001000,8,15,8,15,8,15,5,27,5,27,5,27,171
1011110000001001,6,30,6,30,6,30,9,51,9,51,9,51,101
1011110000001010,9,71,9,71,9,71,5,47,5,47,5,47,77
1011110000001011,3,141,3,141,3,141,7,96,7,96,7,96,82
1011110000001100,5,23,5,23,5,23,11,26,11,26,11,26,99
1011110000001101,1,36,1,36,1,36,9,40,9,40,9,40,192
1011110000001110,4,66,4,66,4,66,9,48,9,48,9,48,132
1011110000001111,7,116,7,116,7,116,6,63,6,63,6,63,73
1011110000010000,6,51,6,51,6,51,7,64,7,64,7,64,117
1011110000010001,2,54,2,54,2,54,8,69,8,69,8,69,93
1011110000010010,4,119,4,119,4,119,19,58,19,58,19,58,102
1011110000010011,11,87,11,87,11,87,11,135,11,135,11,135,111
1011110000010100,6,58,6,58,6,58,14,85,14,85,14,85,86
1011110000010101,4,227,4,227,4,227,6,86,6,86,6,86,160
1011110000010110,1,237,1,237,1,237,8,78,8,78,8,78,215
1011110000010111,5,117,5,117,5,117,2,102,2,102,2,102,79
1011110000011000,7,61,7,61,7,61,4,44,4,44,4,44,58
1011110000011001,0,74,0,74,0,74,7,72,7,72,7,72,145
1011110000011010,2,109,2,109,2,109,5,77,5,77,5,77,105
1011110000011011,3,295,3,295,3,295,2,119,2,119,2,119,191
1011110000011100,11,65,11,65,11,65,7,75,7,75,7,75,106
1011110000011101,7,39,7,39,7,39,7,80,7,80,7,80,127
1011110000011110,6,57,6,57,6,57,6,71,6,71,6,71,137
1011110000011111,5,146,5,146,5,146,8,119,8,119,8,119,71
1011110000100000,0,9,0,9,0,9,3,29,3,29,3,29,127
1011110000100001,1,37,1,37,1,37,3,49,3,49,3,49,120
1011110000100010,5,40,5,40,5,40,6,60,6,60,6,60,130
1011110000100011,1,67,1,67,1,67,1,99,1,99,1,99,106
1011110000100100,5,16,5,16,5,16,5,47,5,47,5,47,128
1011110000100101,3,31,3,31,3,31,2,49,2,49,2,49,116
1011110000100110,3,29,3,29,3,29,2,63,2,63,2,63,95
1011110000100111,4,89,4,89,4,89,5,71,5,71,5,71,99
1011110000101000,9,15,9,15,9,15,3,26,3,26,3,26,166
1011110000101001,5,22,5,22,5,22,3,32,3,32,3,32,99
1011110000101010,4,25,4,25,4,25,2,39,2,39,2,39,68
1011110000101011,3,53,3,53,3,53,2,78,2,78,2,78,144
1011110000101100,6,18,6,18,6,18,2,33,2,33,2,33,197
1011110000101101,11,12,11,12,11,12,2,32,2,32,2,32,131
1011110000101110,4,34,4,34,4,34,2,40,2,40,2,40,150
1011110000101111,2,45,2,45,2,45,2,69,2,69,2,69,74
1011110000110000,1,54,1,54,1,54,1,54,1,54,1,54,193
1011110000110001,0,45,0,45,0,45,1,70,1,70,1,70,89
1011110000110010,6,48,6,48,6,48,7,100,7,100,7,100,135
1011110000110011,0,84,0,84,0,84,0,93,0,93,0,93,125
1011110000110100,2,96,2,96,2,96,3,67,3,67,3,67,86
1011110000110101,1,92,1,92,1,92,2,80,2,80,2,80,185
1011110000110110,0,50,0,50,0,50,2,68,2,68,2,68,88
1011110000110111,3,122,3,122,3,122,1,112,1,112,1,112,78
1011110000111000,2,33,2,33,2,33,2,38,2,38,2,38,94
1011110000111001,1,27,1,27,1,27,1,64,1,64,1,64,94
1011110000111010,1,62,1,62,1,62,2,79,2,79,2,79,97
1011110000111011,1,66,1,66,1,66,2,102,2,102,2,102,74
1011110000111100,2,20,2,20,2,20,1,42,1,42,1,42,59
1011110000111101,2,21,2,21,2,21,1,50,1,50,1,50,55
1011110000111110,3,47,3,47,3,47,2,81,2,81,2,81,100
1011110000111111,0,115,0,115,0,115,5,85,5,85,5,85,62
1011110001000000,3,14,3,14,3,14,9,19,9,19,9,19,177
1011110001000001,5,16,5,16,5,16,7,14,7,14,7,14,116
1011110001000010,3,25,3,25,3,25,4,32,4,32,4,32,113
1011110001000011,3,39,3,39,3,39,10,52,10,52,10,52,242
1011110001000100,5,20,5,20,5,20,11,11,11,11,11,11,103
1011110001000101,1,15,1,15,1,15,9,21,9,21,9,21,184
1011110001000110,3,17,3,17,3,17,9,35,9,35,9,35,110
1011110001000111,8,54,8,54,8,54,12,63,12,63,12,63,224
1011110001001000,1,9,1,9,1,9,5,15,5,15,5,15,83
1011110001001001,7,6,7,6,7,6,6,12,6,12,6,12,111
1011110001001010,2,63,2,63,2,63,12,27,12,27,12,27,150
1011110001001011,6,45,6,45,6,45,10,53,10,53,10,53,218
1011110001001100,5,11,5,11,5,11,11,6,11,6,11,6,124
1011110001001101,2,14,2,14,2,14,6,14,6,14,6,14,110
1011110001001110,6,27,6,27,6,27,11,30,11,30,11,30,122
1011110001001111,11,21,11,21,11,21,13,54,13,54,13,54,155
1011110001010000,0,32,0,32,0,32,10,52,10,52,10,52,208
1011110001010001,2,26,2,26,2,26,10,51,10,51,10,51,106
1011110001010010,9,62,9,62,9,62,7,61,7,61,7,61,289
1011110001010011,3,94,3,94,3,94,1,105,1,105,1,105,138
1011110001010100,1,54,1,54,1,54,3,35,3,35,3,35,250
1011110001010101,2,45,2,45,2,45,4,67,4,67,4,67,125
1011110001010110,8,53,8,53,8,53,10,58,10,58,10,58,107
1011110001010111,3,110,3,110,3,110,3,121,3,121,3,121,149
1011110001011000,6,22,6,22,6,22,5,30,5,30,5,30,69
1011110001011001,2,60,2,60,2,60,5,49,5,49,5,49,150
1011110001011010,0,48,0,48,0,48,9,45,9,45,9,45,118
1011110001011011,3,89,3,89,3,89,10,77,10,77,10,77,99
1011110001011100,4,51,4,51,4,51,6,36,6,36,6,36,180
1011110001011101,1,70,1,70,1,70,8,39,8,39,8,39,145
1011110001011110,4,43,4,43,4,43,5,65,5,65,5,65,149
1011110001011111,3,49,3,49,3,49,7,78,7,78,7,78,130
1011110001100000,2,49,2,49,2,49,7,17,7,17,7,17,154
1011110001100001,5,8,5,8,5,8,6,17,6,17,6,17,79
1011110001100010,4,33,4,33,4,33,4,29,4,29,4,29,103
1011110001100011,1,27,1,27,1,27,7,70,7,70,7,70,134
1011110001100100,3,12,3,12,3,12,9,14,9,14,9,14,133
1011110001100101,6,12,6,12,6,12,8,18,8,18,8,18,88
1011110001100110,2,8,2,8,2,8,2,32,2,32,2,32,81
1011110001100111,1,24,1,24,1,24,3,50,3,50,3,50,129
1011110001101000,5,14,5,14,5,14,6,4,6,4,6,4,131
1011110001101001,0,15,0,15,0,15,6,7,6,7,6,7,114
1011110001101010,0,36,0,36,0,36,4,23,4,23,4,23,167
1011110001101011,1,14,1,14,1,14,6,32,6,32,6,32,114
1011110001101100,4,7,4,7,4,7,5,9,5,9,5,9,85
1011110001101101,3,3,3,3,3,3,5,9,5,9,5,9,82
1011110001101110,5,21,5,21,5,21,6,23,6,23,6,23,119
1011110001101111,1,17,1,17,1,17,4,49,4,49,4,49,83
1011110001110000,5,21,5,21,5,21,4,23,4,23,4,23,128
1011110001110001,5,52,5,52,5,52,5,38,5,38,5,38,134
1011110001110010,4,44,4,44,4,44,3,55,3,55,3,55,97
1011110001110011,0,40,0,40,0,40,4,95,4,95,4,95,121
1011110001110100,3,43,3,43,3,43,4,42,4,42,4,42,174
1011110001110101,1,11,1,11,1,11,1,32,1,32,1,32,158
1011110001110110,12,47,12,47,12,47,3,50,3,50,3,50,145
1011110001110111,1,53,1,53,1,53,4,91,4,91,4,91,114
1011110001111000,0,21,0,21,0,21,4,17,4,17,4,17,77
1011110001111001,1,11,1,11,1,11,3,30,3,30,3,30,120
1011110001111010,1,25,1,25,1,25,5,39,5,39,5,39,127
1011110001111011,0,22,0,22,0,22,2,79,2,79,2,79,95
1011110001111100,5,20,5,20,5,20,6,21,6,21,6,21,100
1011110001111101,1,18,1,18,1,18,1,25,1,25,1,25,92
1011110001111110,1,27,1,27,1,27,4,68,4,68,4,68,128
1011110001111111,7,41,7,41,7,41,10,62,10,62,10,62,63
1011110010000000,5,89,5,89,5,89,4,65,4,65,4,65,181
1011110010000001,1,58,1,58,1,58,8,71,8,71,8,71,78
1011110010000010,6,71,6,71,6,71,6,47,6,47,6,47,95
1011110010000011,0,83,0,83,0,83,5,94,5,94,5,94,152
1011110010000100,3,40,3,40,3,40,3,53,3,53,3,53,202
1011110010000101,3,34,3,34,3,34,9,73,9,73,9,73,119
1011110010000110,2,73,2,73,2,73,13,54,13,54,13,54,136
1011110010000111,4,105,4,105,4,105,6,118,6,118,6,118,78
1011110010001000,2,25,2,25,2,25,2,36,2,36,2,36,115
1011110010001001,2,44,2,44,2,44,4,49,4,49,4,49,154
1011110010001010,3,63,3,63,3,63,7,57,7,57,7,57,117
1011110010001011,1,113,1,113,1,113,5,84,5,84,5,84,173
1011110010001100,1,76,1,76,1,76,11,62,11,62,11,62,108
1011110010001101,1,58,1,58,1,58,7,40,7,40,7,40,123
1011110010001110,2,45,2,45,2,45,3,76,3,76,3,76,147
1011110010001111,3,90,3,90,3,90,8,82,8,82,8,82,89
1011110010010000,1,78,1,78,1,78,7,94,7,94,7,94,68
1011110010010001,2,79,2,79,2,79,11,121,11,121,11,121,83
1011110010010010,4,53,4,53,4,53,4,73,4,73,4,73,83
1011110010010011,0,141,0,141,0,141,5,143,5,143,5,143,75
1011110010010100,8,101,8,101,8,101,6,101,6,101,6,101,85
1011110010010101,4,61,4,61,4,61,10,107,10,107,10,107,108
1011110010010110,1,64,1,64,1,64,9,86,9,86,9,86,75
1011110010010111,10,166,10,166,10,166,5,104,5,104,5,104,176
1011110010011000,3,56,3,56,3,56,0,55,0,55,0,55,70
1011110010011001,0,80,0,80,0,80,5,68,5,68,5,68,59
1011110010011010,4,102,4,102,4,102,6,67,6,67,6,67,107
1011110010011011,3,54,3,54,3,54,3,102,3,102,3,102,82
1011110010011100,3,75,3,75,3,75,6,93,6,93,6,93,60
1011110010011101,6,130,6,130,6,130,6,92,6,92,6,92,112
1011110010011110,0,70,0,70,0,70,5,95,5,95,5,95,88
1011110010011111,2,104,2,104,2,104,1,107,1,107,1,107,75
1011110010100000,5,24,5,24,5,24,3,39,3,39,3,39,61
1011110010100001,1,34,1,34,1,34,3,49,3,49,3,49,65
1011110010100010,2,42,2,42,2,42,5,58,5,58,5,58,101
1011110010100011,1,166,1,166,1,166,3,91,3,91,3,91,110
1011110010100100,10,34,10,34,10,34,6,42,6,42,6,42,105
1011110010100101,4,27,4,27,4,27,2,73,2,73,2,73,99
1011110010100110,5,56,5,56,5,56,5,68,5,68,5,68,170
1011110010100111,2,109,2,109,2,109,3,103,3,103,3,103,116
1011110010101000,1,16,1,16,1,16,8,22,8,22,8,22,51
1011110010101001,2,52,2,52,2,52,4,33,4,33,4,33,96
1011110010101010,2,57,2,57,2,57,5,52,5,52,5,52,104
1011110010101011,1,115,1,115,1,115,4,78,4,78,4,78,93
1011110010101100,1,41,1,41,1,41,4,35,4,35,4,35,85
1011110010101101,1,24,1,24,1,24,2,58,2,58,2,58,62
1011110010101110,3,45,3,45,3,45,3,65,3,65,3,65,96
1011110010101111,0,81,0,81,0,81,3,62,3,62,3,62,68
1011110010110000,2,33,2,33,2,33,7,87,7,87,7,87,155
1011110010110001,4,69,4,69,4,69,2,73,2,73,2,73,154
1011110010110010,4,42,4,42,4,42,7,85,7,85,7,85,86
1011110010110011,1,90,1,90,1,90,2,152,2,152,2,152,145
1011110010110100,14,49,14,49,14,49,8,69,8,69,8,69,132
1011110010110101,2,56,2,56,2,56,4,100,4,100,4,100,99
1011110010110110,1,39,1,39,1,39,2,89,2,89,2,89,107
1011110010110111,1,60,1,60,1,60,1,97,1,97,1,97,127
1011110010111000,1,37,1,37,1,37,0,47,0,47,0,47,98
1011110010111001,1,26,1,26,1,26,4,92,4,92,4,92,71
1011110010111010,1,36,1,36,1,36,2,90,2,90,2,90,72
1011110010111011,3,57,3,57,3,57,1,97,1,97,1,97,89
1011110010111100,1,72,1,72,1,72,3,81,3,81,3,81,89
1011110010111101,1,22,1,22,1,22,2,62,2,62,2,62,89
1011110010111110,0,60,0,60,0,60,3,83,3,83,3,83,90
1011110010111111,1,53,1,53,1,53,1,121,1,121,1,121,67
1011110011000000,2,13,2,13,2,13,5,24,5,24,5,24,181
1011110011000001,2,18,2,18,2,18,17,23,17,23,17,23,134
1011110011000010,3,15,3,15,3,15,7,36,7,36,7,36,125
1011110011000011,5,70,5,70,5,70,4,79,4,79,4,79,124
1011110011000100,4,15,4,15,4,15,5,20,5,20,5,20,124
1011110011000101,8,20,8,20,8,20,3,29,3,29,3,29,113
1011110011000110,2,20,2,20,2,20,7,47,7,47,7,47,123
1011110011000111,4,23,4,23,4,23,3,75,3,75,3,75,114
1011110011001000,2,11,2,11,2,11,6,15,6,15,6,15,96
1011110011001001,7,11,7,11,7,11,2,27,2,27,2,27,78
1011110011001010,1,16,1,16,1,16,0,32,0,32,0,32,64
1011110011001011,1,53,1,53,1,53,7,42,7,42,7,42,232
1011110011001100,0,10,0,10,0,10,5,18,5,18,5,18,94
1011110011001101,1,13,1,13,1,13,6,19,6,19,6,19,138
1011110011001110,3,15,3,15,3,15,7,32,7,32,7,32,80
1011110011001111,5,62,5,62,5,62,5,52,5,52,5,52,75
1011110011010000,4,96,4,96,4,96,7,54,7,54,7,54,76
1011110011010001,10,36,10,36,10,36,15,53,15,53,15,53,64
1011110011010010,2,38,2,38,2,38,6,55,6,55,6,55,69
1011110011010011,2,64,2,64,2,64,5,74,5,74,5,74,93
1011110011010100,3,34,3,34,3,34,6,53,6,53,6,53,137
1011110011010101,1,44,1,44,1,44,2,71,2,71,2,71,88
1011110011010110,3,58,3,58,3,58,3,80,3,80,3,80,75
1011110011010111,0,92,0,92,0,92,2,89,2,89,2,89,85
1011110011011000,3,19,3,19,3,19,1,30,1,30,1,30,71
1011110011011001,0,44,0,44,0,44,6,41,6,41,6,41,66
1011110011011010,4,136,4,136,4,136,6,74,6,74,6,74,66
1011110011011011,3,124,3,124,3,124,5,79,5,79,5,79,87
1011110011011100,1,105,1,105,1,105,2,42,2,42,2,42,88
1011110011011101,1,33,1,33,1,33,4,43,4,43,4,43,52
1011110011011110,2,39,2,39,2,39,4,50,4,50,4,50,83
1011110011011111,2,29,2,29,2,29,2,66,2,66,2,66,120
1011110011100000,26,9,26,9,26,9,11,28,11,28,11,28,77
1011110011100001,4,14,4,14,4,14,2,16,2,16,2,16,95
1011110011100010,2,21,2,21,2,21,6,26,6,26,6,26,82
1011110011100011,0,39,0,39,0,39,2,51,2,51,2,51,81
1011110011100100,3,12,3,12,3,12,9,32,9,32,9,32,115
1011110011100101,2,15,2,15,2,15,1,24,1,24,1,24,87
1011110011100110,2,14,2,14,2,14,1,48,1,48,1,48,90
1011110011100111,0,77,0,77,0,77,1,62,1,62,1,62,64
1011110011101000,1,5,1,5,1,5,3,17,3,17,3,17,70
1011110011101001,3,7,3,7,3,7,1,20,1,20,1,20,150
1011110011101010,3,18,3,18,3,18,4,25,4,25,4,25,76
1011110011101011,0,20,0,20,0,20,1,46,1,46,1,46,93
1011110011101100,2,7,2,7,2,7,2,21,2,21,2,21,92
1011110011101101,1,13,1,13,1,13,2,26,2,26,2,26,75
1011110011101110,2,28,2,28,2,28,0,42,0,42,0,42,90
1011110011101111,1,55,1,55,1,55,0,43,0,43,0,43,82
1011110011110000,1,34,1,34,1,34,4,34,4,34,4,34,65
1011110011110001,0,31,0,31,0,31,2,41,2,41,2,41,94
1011110011110010,3,40,3,40,3,40,2,45,2,45,2,45,110
1011110011110011,0,39,0,39,0,39,2,77,2,77,2,77,110
1011110011110100,1,25,1,25,1,25,0,40,0,40,0,40,55
1011110011110101,2,26,2,26,2,26,2,38,2,38,2,38,99
1011110011110110,2,31,2,31,2,31,8,52,8,52,8,52,79
1011110011110111,0,41,0,41,0,41,1,84,1,84,1,84,125
1011110011111000,1,15,1,15,1,15,3,28,3,28,3,28,142
1011110011111001,0,29,0,29,0,29,0,30,0,30,0,30,119
1011110011111010,0,40,0,40,0,40,0,48,0,48,0,48,76
1011110011111011,0,68,0,68,0,68,0,54,0,54,0,54,65
1011110011111100,1,14,1,14,1,14,2,31,2,31,2,31,111
1011110011111101,4,18,4,18,4,18,1,28,1,28,1,28,58
1011110011111110,1,30,1,30,1,30,2,44,2,44,2,44,73
1011110011111111,1,28,1,28,1,28,0,69,0,69,0,69,77
1011110100000000,7,24,7,24,7,24,13,44,13,44,13,44,83
1011110100000001,3,60,3,60,3,60,6,58,6,58,6,58,84
1011110100000010,8,43,8,43,8,43,7,51,7,51,7,51,131
1011110100000011,4,139,4,139,4,139,5,112,5,112,5,112,69
1011110100000100,3,19,3,19,3,19,6,38,6,38,6,38,98
1011110100000101,7,31,7,31,7,31,10,53,10,53,10,53,56
1011110100000110,4,23,4,23,4,23,9,62,9,62,9,62,67
1011110100000111,8,49,8,49,8,49,4,92,4,92,4,92,57
1011110100001000,2,18,2,18,2,18,2,19,2,19,2,19,77
1011110100001001,9,52,9,52,9,52,6,38,6,38,6,38,56
1011110100001010,5,24,5,24,5,24,6,42,6,42,6,42,88
1011110100001011,104,43,104,43,104,43,4,69,4,69,4,69,57
1011110100001100,4,27,4,27,4,27,8,26,8,26,8,26,53
1011110100001101,3,22,3,22,3,22,5,49,5,49,5,49,97
1011110100001110,2,33,2,33,2,33,7,49,7,49,7,49,61
1011110100001111,20,58,20,58,20,58,10,81,10,81,10,81,126
1011110100010000,3,58,3,58,3,58,6,73,6,73,6,73,89
1011110100010001,4,157,4,157,4,157,6,62,6,62,6,62,109
1011110100010010,5,94,5,94,5,94,2,79,2,79,2,79,90
1011110100010011,0,123,0,123,0,123,4,121,4,121,4,121,144
1011110100010100,2,30,2,30,2,30,3,58,3,58,3,58,73
1011110100010101,4,84,4,84,4,84,2,78,2,78,2,78,66
1011110100010110,3,79,3,79,3,79,5,67,5,67,5,67,160
1011110100010111,15,121,15,121,15,121,11,115,11,115,11,115,75
1011110100011000,1,28,1,28,1,28,3,49,3,49,3,49,73
1011110100011001,4,58,4,58,4,58,6,50,6,50,6,50,52
1011110100011010,5,57,5,57,5,57,5,47,5,47,5,47,57
1011110100011011,4,294,4,294,4,294,3,90,3,90,3,90,147
1011110100011100,3,31,3,31,3,31,6,54,6,54,6,54,57
1011110100011101,1,35,1,35,1,35,3,62,3,62,3,62,76
1011110100011110,5,95,5,95,5,95,8,70,8,70,8,70,111
1011110100011111,3,172,3,172,3,172,10,79,10,79,10,79,49
1011110100100000,0,15,0,15,0,15,2,17,2,17,2,17,85
1011110100100001,2,15,2,15,2,15,2,21,2,21,2,21,101
1011110100100010,1,29,1,29,1,29,2,36,2,36,2,36,108
1011110100100011,1,35,1,35,1,35,5,80,5,80,5,80,69
1011110100100100,2,20,2,20,2,20,3,25,3,25,3,25,87
1011110100100101,2,19,2,19,2,19,2,34,2,34,2,34,113
1011110100100110,0,37,0,37,0,37,0,58,0,58,0,58,93
1011110100100111,2,70,2,70,2,70,1,68,1,68,1,68,108
1011110100101000,0,8,0,8,0,8,4,17,4,17,4,17,59
1011110100101001,5,8,5,8,5,8,3,31,3,31,3,31,84
1011110100101010,6,18,6,18,6,18,4,47,4,47,4,47,74
1011110100101011,0,22,0,22,0,22,0,67,0,67,0,67,60
1011110100101100,2,12,2,12,2,12,3,21,3,21,3,21,96
1011110100101101,0,19,0,19,0,19,2,18,2,18,2,18,104
1011110100101110,0,35,0,35,0,35,1,56,1,56,1,56,96
1011110100101111,0,69,0,69,0,69,0,62,0,62,0,62,115
1011110100110000,1,21,1,21,1,21,9,58,9,58,9,58,145
1011110100110001,0,37,0,37,0,37,3,53,3,53,3,53,166
1011110100110010,3,84,3,84,3,84,5,74,5,74,5,74,126
1011110100110011,0,131,0,131,0,131,1,85,1,85,1,85,103
1011110100110100,0,15,0,15,0,15,3,44,3,44,3,44,87
1011110100110101,5,59,5,59,5,59,5,57,5,57,5,57,109
1011110100110110,1,22,1,22,1,22,4,96,4,96,4,96,91
1011110100110111,2,53,2,53,2,53,0,113,0,113,0,113,152
1011110100111000,5,19,5,19,5,19,0,25,0,25,0,25,116
1011110100111001,1,37,1,37,1,37,2,44,2,44,2,44,94
1011110100111010,4,48,4,48,4,48,1,50,1,50,1,50,63
1011110100111011,2,73,2,73,2,73,3,81,3,81,3,81,90
1011110100111100,8,27,8,27,8,27,1,34,1,34,1,34,89
1011110100111101,0,37,0,37,0,37,2,42,2,42,2,42,88
1011110100111110,2,55,2,55,2,55,3,68,3,68,3,68,68
1011110100111111,5,86,5,86,5,86,2,99,2,99,2,99,140
1011110101000000,0,0,0,0,0,0,0,1,0,1,0,1,148
1011110101000001,0,0,0,0,0,0,0,0,0,0,0,0,151
1011110101000010,0,1,0,1,0,1,1,0,1,0,1,0,122
1011110101000011,0,1,0,1,0,1,0,0,0,0,0,0,134
1011110101000100,1,1,1,1,1,1,0,0,0,0,0,0,136
1011110101000101,0,0,0,0,0,0,0,0,0,0,0,0,170
1011110101000110,0,0,0,0,0,0,0,1,0,1,0,1,126
1011110101000111,1,0,1,0,1,0,0,1,0,1,0,1,131
1011110101001000,0,0,0,0,0,0,0,0,0,0,0,0,109
1011110101001001,0,2,0,2,0,2,0,0,0,0,0,0,87
1011110101001010,0,0,0,0,0,0,0,0,0,0,0,0,129
1011110101001011,0,0,0,0,0,0,1,0,1,0,1,0,118
1011110101001100,0,0,0,0,0,0,0,0,0,0,0,0,86
1011110101001101,0,0,0,0,0,0,0,0,0,0,0,0,78
1011110101001110,0,1,0,1,0,1,0,0,0,0,0,0,92
1011110101001111,0,0,0,0,0,0,0,0,0,0,0,0,200
1011110101010000,0,0,0,0,0,0,0,0,0,0,0,0,225
1011110101010001,0,0,0,0,0,0,0,0,0,0,0,0,93
1011110101010010,0,2,0,2,0,2,0,0,0,0,0,0,170
1011110101010011,0,0,0,0,0,0,1,0,1,0,1,0,203
1011110101010100,0,0,0,0,0,0,0,0,0,0,0,0,135
1011110101010101,0,1,0,1,0,1,0,0,0,0,0,0,118
1011110101010110,0,0,0,0,0,0,0,0,0,0,0,0,133
1011110101010111,0,1,0,1,0,1,0,2,0,2,0,2,123
1011110101011000,0,0,0,0,0,0,0,0,0,0,0,0,139
1011110101011001,0,0,0,0,0,0,0,0,0,0,0,0,86
1011110101011010,0,0,0,0,0,0,0,0,0,0,0,0,86
1011110101011011,0,0,0,0,0,0,0,0,0,0,0,0,81
1011110101011100,0,0,0,0,0,0,0,0,0,0,0,0,123
1011110101011101,0,0,0,0,0,0,0,0,0,0,0,0,95
1011110101011110,0,0,0,0,0,0,0,0,0,0,0,0,130
1011110101011111,1,0,1,0,1,0,0,0,0,0,0,0,94
1011110101100000,0,1,0,1,0,1,0,0,0,0,0,0,112
